study_hours_per_day,attendance_rate,homework_completion_rate,classroom_engagement_level,parents_academic_involvement,type_of_school,tuition_hours_per_week,household_income_bracket,stress_levels_during_exams,sleep_hours_per_day,extracurricular_involvement,screen_time_non_academic,nutrition_level,overall_academic_performance
4,71.4,83.3,medium,medium,private,2,low,high,5,none,7,balanced,43.0
4,79.3,60.1,medium,high,private,5,low,medium,8,high,2,junk-heavy,67.9
8,76.1,33.8,low,medium,public,10,low,medium,11,moderate,7,mixed,81.3
8,57.5,41.8,medium,low,public,3,low,low,9,none,4,mixed,77.4
2,53.3,61.9,medium,medium,public,4,low,low,11,none,7,balanced,43.2
2,86.5,87.0,medium,medium,private,5,mid,low,8,moderate,7,balanced,66.7
3,78.0,56.6,low,low,public,8,mid,medium,7,low,2,balanced,52.8
3,68.0,67.7,high,medium,public,2,low,medium,5,high,2,junk-heavy,54.1
1,90.4,92.4,high,medium,private,0,high,low,6,low,2,junk-heavy,57.3
3,69.4,94.0,medium,medium,public,1,low,medium,11,moderate,7,junk-heavy,50.7
6,89.8,45.1,high,low,public,7,mid,low,5,low,4,balanced,79.6
8,65.3,33.1,medium,high,private,3,low,medium,10,low,1,balanced,92.8
6,53.6,51.4,medium,high,international,6,low,medium,4,none,5,balanced,66.2
5,96.6,78.7,medium,high,public,1,mid,high,10,moderate,7,mixed,63.7
4,69.7,96.6,high,low,public,10,mid,medium,4,moderate,1,mixed,78.7
3,89.6,35.4,medium,high,public,9,mid,medium,5,moderate,1,junk-heavy,59.5
4,64.0,32.0,medium,medium,private,7,mid,medium,9,high,7,junk-heavy,56.8
7,82.3,91.9,medium,medium,public,9,mid,low,10,moderate,3,balanced,98.0
1,93.7,82.4,high,low,international,8,low,high,5,moderate,4,junk-heavy,44.0
7,52.1,99.5,high,medium,public,6,mid,medium,9,low,1,balanced,98.0
1,91.5,57.8,medium,high,public,9,mid,high,8,low,7,mixed,57.7
2,78.6,59.1,high,low,public,10,low,high,9,none,1,junk-heavy,65.8
4,80.4,42.1,medium,low,private,0,low,high,7,none,2,balanced,44.8
1,76.2,38.1,high,low,public,1,low,high,4,low,6,balanced,25.0
9,93.7,70.5,high,low,public,8,low,medium,11,low,3,balanced,98.0
6,52.2,55.5,low,medium,public,9,mid,low,6,high,5,balanced,77.6
1,63.1,35.6,high,high,private,6,mid,low,7,moderate,6,mixed,56.7
1,93.8,92.1,medium,low,public,10,mid,high,9,high,3,junk-heavy,44.7
6,87.6,43.9,high,medium,private,2,high,medium,10,high,2,junk-heavy,78.4
4,50.9,82.4,high,medium,public,4,low,low,5,high,2,junk-heavy,63.8
4,75.9,49.8,low,low,international,0,low,medium,10,low,7,junk-heavy,35.8
6,76.5,86.9,medium,medium,private,9,mid,medium,10,low,2,balanced,93.4
7,70.0,38.3,medium,low,public,2,high,medium,4,low,7,balanced,56.4
9,64.9,82.9,high,medium,international,10,mid,medium,11,high,4,junk-heavy,94.3
5,84.1,36.9,high,low,public,3,mid,medium,5,low,7,mixed,48.7
9,60.4,61.3,medium,medium,private,3,high,medium,10,none,6,mixed,82.7
4,89.9,81.4,medium,low,public,6,mid,medium,4,low,2,balanced,69.8
2,90.2,42.1,medium,high,public,4,mid,low,6,low,1,balanced,69.2
3,70.8,50.0,low,high,public,8,high,high,7,moderate,4,mixed,58.0
1,64.2,90.5,medium,medium,public,6,low,medium,6,moderate,2,junk-heavy,51.4
6,64.2,92.0,medium,medium,public,1,high,medium,11,moderate,4,mixed,80.9
6,74.1,33.1,low,low,private,10,low,medium,6,moderate,1,junk-heavy,57.2
1,86.0,41.8,low,medium,public,10,high,medium,7,low,7,junk-heavy,38.8
3,67.9,38.2,low,medium,private,7,low,medium,9,none,2,balanced,53.3
5,80.5,42.6,high,medium,private,10,mid,medium,11,moderate,6,balanced,83.8
3,69.1,97.9,medium,low,private,1,high,medium,7,none,7,balanced,56.8
3,65.2,68.6,medium,low,private,6,low,low,9,low,2,balanced,62.7
3,51.2,62.8,medium,medium,public,4,mid,high,11,high,1,junk-heavy,57.2
5,50.2,98.9,medium,low,public,9,low,medium,10,moderate,2,mixed,72.9
5,61.4,69.0,medium,medium,public,5,low,low,6,none,1,balanced,70.1
4,70.3,76.3,medium,low,international,10,high,medium,10,high,2,balanced,87.5
1,92.6,53.3,medium,high,public,3,low,medium,5,low,2,mixed,52.4
5,89.9,56.7,high,medium,private,4,mid,medium,11,moderate,3,balanced,95.3
5,63.4,71.6,medium,low,private,4,low,high,7,moderate,4,junk-heavy,46.9
4,62.2,34.9,medium,medium,international,6,high,high,6,moderate,5,mixed,53.6
6,61.4,47.9,medium,medium,public,10,mid,medium,11,none,3,balanced,91.5
4,67.0,43.8,low,medium,public,3,mid,high,6,high,3,mixed,50.1
7,74.9,31.1,high,medium,private,4,high,high,6,none,4,junk-heavy,57.4
7,71.9,67.6,high,low,private,3,low,medium,10,none,3,balanced,92.0
2,60.9,69.3,medium,low,private,3,mid,high,5,low,1,mixed,47.7
3,56.5,56.9,medium,medium,private,7,mid,medium,8,low,3,junk-heavy,57.1
1,50.6,48.8,high,high,private,10,low,low,8,none,5,junk-heavy,52.4
8,57.7,75.6,medium,high,public,4,mid,high,7,none,1,junk-heavy,72.9
9,85.3,39.4,medium,low,private,8,mid,low,10,low,6,balanced,91.7
4,62.2,66.3,medium,medium,private,4,mid,medium,8,high,4,balanced,70.4
6,73.4,83.8,medium,high,public,7,low,medium,4,none,4,balanced,75.1
9,79.6,41.5,high,low,public,2,low,high,11,none,4,balanced,83.4
6,94.3,82.7,medium,medium,private,6,low,low,9,high,1,balanced,98.0
9,94.4,83.3,medium,medium,private,0,low,medium,7,low,4,balanced,98.0
4,87.3,34.2,medium,medium,public,4,low,medium,7,low,4,balanced,64.3
8,51.8,31.3,high,medium,public,1,mid,medium,6,low,5,balanced,73.9
9,78.8,98.2,low,high,private,7,mid,medium,9,low,2,junk-heavy,92.2
4,89.3,43.5,high,low,public,5,high,medium,11,moderate,7,balanced,76.0
5,50.9,87.5,medium,medium,public,4,mid,high,4,none,6,junk-heavy,48.6
8,77.5,69.3,high,low,private,2,low,low,8,low,2,junk-heavy,83.2
6,92.9,48.5,medium,medium,public,0,low,high,7,none,2,mixed,67.2
7,73.7,39.1,medium,high,international,9,mid,medium,10,low,4,junk-heavy,90.8
3,50.2,64.8,medium,medium,public,9,high,medium,10,none,1,mixed,71.0
7,50.6,58.5,high,medium,public,9,mid,high,11,low,4,junk-heavy,74.4
8,70.8,78.9,medium,medium,public,10,mid,high,9,moderate,2,balanced,98.0
6,57.8,93.3,medium,low,public,9,low,low,10,moderate,5,balanced,83.6
9,83.2,86.4,medium,low,public,7,mid,medium,4,moderate,4,junk-heavy,79.6
6,85.4,49.2,low,medium,private,10,mid,low,5,high,4,junk-heavy,62.5
9,58.9,91.5,high,medium,public,4,low,medium,11,moderate,4,junk-heavy,98.0
4,94.4,88.3,medium,medium,international,8,mid,high,5,low,1,junk-heavy,73.5
8,72.1,95.0,high,medium,public,10,low,low,10,none,5,balanced,98.0
4,57.1,62.1,medium,medium,private,6,mid,high,6,none,5,mixed,52.5
2,88.2,83.8,high,low,international,0,mid,medium,4,none,7,junk-heavy,40.6
9,89.5,71.4,low,medium,public,10,mid,medium,7,high,5,junk-heavy,85.4
5,82.0,51.7,low,high,public,0,mid,medium,5,moderate,5,mixed,49.8
4,92.7,99.6,low,high,private,6,mid,medium,9,low,2,mixed,75.9
2,86.9,32.7,high,medium,private,10,high,low,5,low,4,junk-heavy,61.0
1,94.1,41.4,medium,low,public,6,mid,low,9,moderate,6,mixed,42.6
7,71.7,92.5,low,medium,public,8,mid,high,8,moderate,5,junk-heavy,72.7
6,87.4,34.2,high,medium,private,1,low,high,8,low,3,junk-heavy,60.0
2,100.0,92.1,high,low,private,6,mid,medium,4,low,3,mixed,62.4
8,86.2,80.1,high,medium,public,1,low,medium,10,low,6,balanced,96.0
4,55.7,32.6,medium,high,international,9,low,high,8,high,7,junk-heavy,45.2
8,75.9,60.1,medium,medium,public,9,low,medium,4,low,2,balanced,77.5
7,79.4,82.8,high,medium,public,1,mid,medium,7,moderate,3,mixed,83.8
5,58.7,70.8,medium,medium,private,4,mid,high,7,moderate,3,balanced,65.2
8,98.1,95.5,low,low,private,8,high,low,11,moderate,3,junk-heavy,98.0
9,58.8,90.7,medium,low,public,8,mid,high,7,low,2,balanced,87.3
5,58.9,53.3,high,high,public,9,low,medium,8,moderate,4,balanced,86.0
5,95.8,35.9,low,low,private,0,mid,medium,8,moderate,2,mixed,54.5
2,73.3,96.1,high,medium,private,10,mid,medium,6,none,1,balanced,75.0
5,53.2,66.2,medium,medium,international,6,mid,medium,5,none,1,balanced,76.0
3,79.9,35.2,high,high,public,9,mid,medium,9,high,3,balanced,80.3
7,80.1,87.2,medium,medium,public,9,low,medium,7,none,3,junk-heavy,73.0
5,53.2,90.8,medium,low,public,2,mid,low,10,moderate,4,mixed,66.0
8,98.6,74.8,medium,medium,private,9,mid,medium,8,moderate,7,mixed,93.3
1,77.2,61.3,high,medium,public,9,high,medium,5,none,6,balanced,49.5
3,78.0,76.4,medium,medium,private,0,low,medium,7,moderate,3,junk-heavy,49.4
3,76.0,79.5,high,medium,public,1,mid,low,7,low,1,junk-heavy,63.3
9,80.5,92.5,medium,low,public,5,mid,high,9,low,3,junk-heavy,79.5
5,63.2,96.9,medium,high,international,9,low,low,5,moderate,4,mixed,88.8
9,64.4,66.0,medium,medium,public,1,mid,medium,5,high,1,mixed,76.5
9,75.6,85.9,medium,medium,international,1,high,high,8,moderate,3,balanced,98.0
1,90.3,97.5,high,medium,public,3,mid,high,5,high,4,balanced,54.0
2,52.5,40.6,low,low,public,2,low,high,10,none,7,mixed,25.0
5,80.2,31.3,high,medium,private,7,low,medium,10,moderate,7,junk-heavy,69.5
4,90.3,90.8,high,low,private,7,low,high,5,none,4,junk-heavy,56.9
9,57.8,43.7,low,medium,public,5,low,low,8,low,1,junk-heavy,81.6
7,50.8,33.0,low,medium,public,3,mid,medium,7,moderate,1,balanced,60.3
6,65.6,41.2,medium,high,private,6,mid,medium,9,low,6,junk-heavy,71.9
7,79.4,56.9,high,low,public,8,mid,high,5,none,1,balanced,77.7
1,56.9,45.3,medium,medium,private,1,mid,high,9,high,7,junk-heavy,25.0
1,71.3,51.4,medium,medium,public,5,mid,high,10,high,4,balanced,48.6
8,77.6,98.3,high,medium,private,6,mid,medium,6,none,1,mixed,98.0
2,79.9,79.3,low,low,public,0,low,medium,11,moderate,7,mixed,30.5
9,63.7,79.9,medium,medium,public,5,mid,medium,4,low,7,junk-heavy,78.3
7,70.0,36.6,medium,low,private,7,low,high,9,high,1,balanced,82.4
6,88.9,81.2,medium,high,public,6,high,medium,5,low,4,balanced,88.8
1,97.1,81.8,low,medium,private,1,high,high,9,low,6,balanced,41.1
1,93.1,76.2,medium,high,public,1,mid,medium,11,moderate,4,balanced,58.0
2,78.2,46.0,high,low,public,3,mid,high,5,none,1,balanced,42.5
6,70.5,59.6,medium,high,public,4,mid,medium,10,none,1,mixed,85.2
6,66.6,89.2,medium,low,private,4,mid,high,4,low,7,mixed,54.1
2,56.2,76.9,low,medium,public,10,low,high,6,high,1,balanced,56.5
1,55.3,81.3,medium,medium,public,1,low,low,9,high,6,balanced,39.5
5,84.4,71.1,low,medium,private,6,high,medium,7,high,7,mixed,67.3
5,63.0,61.5,medium,low,public,7,low,high,6,none,4,junk-heavy,48.9
2,62.7,83.1,medium,low,public,1,mid,low,4,high,5,junk-heavy,41.9
6,99.9,34.8,medium,medium,public,3,high,medium,11,moderate,2,mixed,78.2
9,59.4,77.1,low,medium,public,10,mid,low,9,low,3,junk-heavy,91.5
2,57.4,99.8,medium,medium,public,10,mid,medium,5,high,2,junk-heavy,56.7
2,54.9,84.6,medium,low,private,2,high,medium,7,moderate,6,junk-heavy,38.8
3,79.0,50.3,medium,low,private,3,mid,medium,6,moderate,4,balanced,59.9
7,81.4,49.4,low,high,public,4,mid,medium,6,moderate,7,junk-heavy,76.5
6,68.3,76.7,medium,medium,private,5,low,medium,7,high,5,balanced,70.9
8,76.8,92.7,medium,medium,public,1,mid,medium,6,high,6,junk-heavy,73.5
8,89.4,70.5,medium,medium,public,9,low,low,4,none,7,balanced,84.0
6,90.9,66.9,high,high,international,5,low,high,7,high,4,balanced,89.6
3,97.9,41.2,medium,high,public,8,mid,medium,4,high,1,balanced,78.5
3,91.2,80.1,low,low,public,10,mid,medium,7,low,6,balanced,64.1
1,78.2,79.2,medium,high,private,7,high,medium,4,none,3,balanced,51.3
7,59.0,97.7,high,medium,private,0,low,low,5,low,2,mixed,75.2
5,55.0,51.0,medium,medium,public,8,mid,high,5,moderate,4,junk-heavy,45.9
4,52.7,83.0,high,medium,public,10,low,high,6,moderate,5,mixed,59.4
4,83.3,60.4,high,medium,public,9,high,medium,7,low,1,mixed,82.5
4,90.4,69.1,medium,medium,public,10,mid,medium,9,low,5,balanced,78.8
6,75.4,87.2,medium,medium,private,1,low,high,11,high,3,junk-heavy,60.9
8,52.7,45.5,medium,medium,public,10,mid,high,7,high,5,mixed,65.6
8,76.8,54.0,medium,medium,private,0,high,medium,4,none,5,junk-heavy,51.6
5,96.8,84.1,medium,medium,public,5,high,high,9,moderate,7,mixed,63.9
6,79.9,69.9,high,low,public,0,low,medium,6,high,1,junk-heavy,69.9
4,90.5,36.5,medium,low,public,5,mid,medium,10,none,5,junk-heavy,49.5
9,90.0,60.1,low,medium,public,1,mid,low,6,none,1,mixed,77.8
8,96.6,71.1,high,high,public,10,mid,medium,11,moderate,3,balanced,98.0
1,88.5,93.7,medium,medium,public,6,mid,medium,10,moderate,4,junk-heavy,54.4
2,87.4,43.2,high,medium,public,6,mid,low,11,none,1,balanced,80.2
9,61.7,86.4,medium,medium,public,3,high,low,9,high,6,balanced,98.0
8,53.0,39.1,low,low,public,1,high,high,7,moderate,7,balanced,53.7
3,75.9,47.0,low,high,international,10,mid,medium,10,low,6,junk-heavy,61.2
8,56.2,47.0,high,low,public,6,mid,medium,5,low,4,mixed,64.8
1,98.1,91.4,low,medium,private,0,mid,low,10,moderate,7,balanced,54.0
4,64.5,43.9,high,medium,public,10,low,medium,11,low,7,mixed,70.5
3,92.6,85.1,medium,high,public,10,mid,medium,7,moderate,7,balanced,74.2
6,69.4,62.3,high,low,public,1,mid,high,10,low,2,balanced,83.0
7,66.2,99.9,high,medium,international,1,low,high,9,moderate,5,mixed,87.7
4,96.8,88.7,high,medium,private,0,high,low,7,high,4,balanced,82.8
7,68.2,81.8,medium,medium,international,8,high,medium,8,high,5,balanced,95.7
9,69.5,91.0,medium,low,private,5,high,high,4,high,1,balanced,98.0
2,55.3,74.4,low,medium,public,2,mid,medium,4,low,5,balanced,41.2
3,83.5,89.1,medium,medium,international,5,mid,medium,8,none,7,balanced,66.4
5,64.4,48.3,medium,high,international,6,high,high,6,high,3,balanced,76.5
3,79.3,36.8,high,low,public,2,low,high,11,none,6,junk-heavy,37.0
8,79.6,73.1,low,low,international,3,mid,medium,9,low,4,balanced,86.0
8,86.0,60.4,high,medium,private,9,high,medium,4,moderate,5,junk-heavy,84.4
8,87.3,59.9,low,medium,international,0,mid,medium,6,high,4,mixed,72.4
9,75.7,66.9,medium,medium,international,5,high,medium,5,high,4,balanced,89.8
4,66.5,55.3,low,medium,private,5,mid,medium,6,moderate,3,junk-heavy,56.5
5,91.9,73.8,high,low,private,8,low,medium,11,high,1,balanced,97.5
5,65.5,32.1,low,low,public,1,low,low,4,moderate,5,balanced,46.9
8,75.4,97.9,high,low,public,4,mid,high,9,moderate,2,mixed,86.3
7,70.1,94.7,medium,high,public,4,low,low,9,none,7,junk-heavy,83.1
9,92.8,95.5,high,medium,public,6,mid,medium,6,low,4,balanced,98.0
8,71.6,55.6,medium,low,public,4,low,high,10,high,1,balanced,74.6
2,69.3,67.2,medium,low,private,9,high,medium,11,low,2,balanced,73.3
4,84.5,96.8,medium,high,public,3,low,medium,5,moderate,4,mixed,64.8
6,80.1,93.2,high,high,private,9,mid,high,8,high,2,mixed,92.0
2,55.4,85.3,medium,high,private,1,mid,high,4,none,5,balanced,40.3
7,75.4,58.5,high,medium,private,7,high,medium,9,none,5,balanced,97.1
3,86.8,69.5,low,medium,public,4,mid,medium,5,moderate,6,balanced,49.9
3,99.6,85.5,high,low,public,3,high,medium,7,none,4,mixed,56.0
2,81.5,49.1,medium,low,public,8,mid,medium,8,moderate,4,junk-heavy,53.0
8,68.5,73.9,low,low,public,1,low,high,8,low,6,balanced,57.0
6,61.3,88.0,medium,low,private,2,mid,low,10,moderate,5,balanced,79.4
1,93.6,79.5,high,medium,public,7,mid,low,10,none,1,balanced,88.5
1,90.7,63.6,high,high,private,10,mid,medium,4,low,2,balanced,75.8
7,61.7,70.9,medium,low,public,3,mid,medium,5,none,4,mixed,57.0
8,60.0,99.2,high,high,public,8,mid,high,9,low,4,balanced,97.9
5,85.8,72.1,medium,medium,private,9,low,medium,10,low,3,mixed,88.9
5,65.7,85.0,high,medium,public,9,low,medium,9,none,2,junk-heavy,82.1
4,65.3,80.9,low,medium,private,9,high,high,7,moderate,6,balanced,64.2
6,57.6,79.1,medium,medium,private,9,mid,medium,9,none,7,junk-heavy,63.5
6,63.2,80.1,low,low,public,8,low,high,5,moderate,5,balanced,61.6
3,71.4,61.8,medium,medium,public,9,low,high,9,high,6,balanced,61.1
9,86.6,63.2,medium,medium,private,8,low,high,6,low,4,mixed,83.1
7,66.8,62.8,high,high,private,0,high,medium,9,moderate,4,junk-heavy,79.4
1,66.4,32.3,medium,medium,public,5,low,low,4,low,5,balanced,36.4
7,64.2,46.9,high,medium,private,9,mid,medium,6,moderate,7,balanced,87.0
5,73.9,40.8,high,medium,public,5,low,medium,9,high,2,balanced,76.0
5,59.0,92.1,low,high,public,7,mid,high,9,moderate,1,balanced,84.0
2,74.3,49.2,medium,medium,public,6,low,low,11,low,5,balanced,63.5
4,85.2,39.7,medium,high,public,6,low,medium,9,moderate,1,balanced,84.7
6,51.5,38.4,high,medium,public,1,mid,medium,6,moderate,4,junk-heavy,54.4
7,50.5,79.0,high,medium,public,10,mid,medium,9,low,1,mixed,92.2
5,53.8,30.4,high,low,public,3,mid,medium,10,low,1,balanced,71.0
9,76.8,63.0,medium,medium,public,0,low,high,8,moderate,5,junk-heavy,75.4
3,92.7,38.3,high,medium,private,10,mid,low,9,high,6,balanced,72.4
1,50.2,89.5,medium,low,public,10,low,medium,10,moderate,4,balanced,48.4
4,96.8,97.1,medium,medium,private,6,mid,high,8,moderate,2,junk-heavy,73.2
9,55.3,97.1,medium,high,private,3,low,medium,6,high,3,mixed,90.1
4,92.1,60.9,high,medium,public,8,low,high,9,moderate,1,balanced,81.6
2,74.1,75.1,high,low,public,5,low,high,10,moderate,4,junk-heavy,48.1
5,83.0,72.0,medium,medium,public,5,mid,high,5,high,3,mixed,67.5
3,75.5,54.5,high,low,international,8,mid,medium,10,low,2,mixed,75.8
9,73.9,61.1,high,medium,private,7,mid,medium,4,low,3,balanced,98.0
4,91.7,34.5,medium,medium,international,5,mid,medium,9,high,2,balanced,65.4
6,87.8,85.7,medium,medium,public,5,low,high,4,high,6,mixed,57.6
2,74.2,46.9,medium,medium,private,5,low,medium,5,high,3,balanced,47.6
6,55.6,62.2,medium,low,public,3,low,medium,6,low,2,junk-heavy,42.6
3,55.8,63.6,medium,high,private,4,low,medium,4,moderate,6,balanced,53.4
9,90.1,69.2,medium,high,public,2,low,medium,9,moderate,7,junk-heavy,82.4
2,76.5,87.3,high,low,private,8,low,high,8,low,7,balanced,55.4
9,74.1,78.4,low,high,private,10,high,medium,7,low,1,junk-heavy,98.0
5,84.0,76.4,medium,medium,private,1,mid,high,8,low,3,balanced,71.1
8,92.9,66.9,medium,medium,public,10,mid,medium,5,low,2,junk-heavy,93.0
2,81.4,36.7,medium,low,private,6,mid,medium,10,high,4,balanced,62.8
6,88.1,58.1,high,medium,public,0,high,medium,11,low,5,balanced,86.9
3,88.3,97.0,medium,high,public,9,mid,low,11,moderate,6,junk-heavy,93.1
5,67.8,99.7,medium,low,public,6,low,high,7,moderate,3,mixed,61.0
8,63.7,81.1,high,low,public,1,high,low,4,high,6,mixed,69.7
1,90.1,45.9,low,low,private,4,mid,medium,9,moderate,3,balanced,57.1
5,68.9,37.1,high,medium,public,0,mid,low,4,moderate,3,junk-heavy,64.5
3,95.2,59.0,medium,high,public,4,mid,low,11,low,3,junk-heavy,68.7
4,53.5,90.0,low,medium,public,10,mid,medium,7,moderate,5,junk-heavy,66.6
2,52.9,80.5,high,low,private,3,mid,low,11,low,3,mixed,63.5
9,96.4,91.9,low,medium,public,0,mid,medium,4,moderate,6,mixed,78.6
3,82.4,73.1,medium,medium,private,0,low,medium,7,low,1,balanced,66.3
2,69.0,39.1,low,low,public,6,mid,high,6,moderate,1,mixed,34.5
9,87.8,38.0,low,medium,private,2,high,medium,5,moderate,4,balanced,92.4
7,83.6,33.4,high,low,public,9,mid,medium,11,low,5,mixed,95.7
6,76.6,69.7,high,high,private,8,low,medium,9,none,6,mixed,80.2
1,54.9,47.0,low,medium,public,8,mid,high,8,moderate,7,junk-heavy,26.4
5,90.6,81.4,medium,high,public,9,low,medium,7,high,4,mixed,86.5
3,93.3,78.0,high,high,public,10,high,medium,10,none,1,junk-heavy,78.8
1,58.6,52.3,high,high,international,8,mid,medium,7,none,3,junk-heavy,55.3
4,92.5,42.4,medium,low,private,0,low,low,6,none,3,mixed,41.7
2,93.9,37.2,high,high,private,3,mid,low,10,none,2,balanced,80.1
2,77.5,81.6,medium,medium,public,0,mid,high,9,high,5,mixed,45.2
3,82.8,61.5,medium,medium,public,0,low,medium,9,moderate,2,balanced,60.0
8,69.1,52.6,high,low,public,8,low,high,8,low,5,junk-heavy,62.5
8,64.1,90.0,medium,low,public,4,mid,high,6,high,5,balanced,71.8
7,86.1,71.6,low,high,private,0,high,medium,6,none,3,balanced,83.1
6,93.1,66.3,medium,low,public,10,low,high,5,low,3,junk-heavy,62.7
9,82.7,82.0,low,low,public,2,mid,low,4,low,4,balanced,86.9
4,75.6,87.1,medium,medium,public,6,mid,low,9,none,1,mixed,84.2
1,57.9,78.0,high,high,private,1,low,medium,9,low,1,balanced,71.1
8,52.7,60.8,medium,medium,public,3,low,medium,8,none,3,balanced,73.5
7,72.3,56.6,medium,high,international,1,low,medium,6,moderate,1,mixed,82.8
7,52.5,84.0,medium,medium,public,8,high,medium,10,none,5,mixed,79.5
3,78.5,66.3,low,low,private,8,high,low,4,none,1,junk-heavy,48.7
4,69.1,79.3,medium,medium,public,6,low,medium,10,moderate,6,balanced,76.6
9,87.9,92.3,medium,medium,public,6,mid,medium,4,moderate,4,mixed,86.1
6,65.3,94.1,low,medium,private,1,high,low,4,low,1,balanced,72.9
5,79.6,49.4,high,medium,public,9,mid,high,9,low,1,mixed,80.8
3,76.9,43.2,medium,low,private,7,low,medium,10,low,7,junk-heavy,45.2
9,50.2,48.3,high,low,private,0,low,high,10,none,4,mixed,68.8
5,53.6,82.6,low,medium,public,7,mid,high,4,low,4,mixed,63.3
5,64.5,55.9,high,medium,private,4,mid,medium,5,low,3,junk-heavy,58.1
4,94.1,42.1,medium,low,private,3,mid,high,5,low,4,mixed,49.2
4,57.4,36.9,high,low,private,9,mid,low,6,moderate,6,junk-heavy,58.8
1,85.5,52.9,medium,medium,public,1,low,medium,11,none,3,balanced,54.2
7,98.7,39.5,high,high,public,2,low,medium,4,moderate,5,balanced,74.7
9,89.5,40.9,medium,medium,public,9,high,medium,10,low,2,balanced,98.0
3,62.1,77.9,high,low,international,1,high,high,6,low,1,mixed,59.1
2,95.4,31.4,high,medium,international,10,mid,high,11,moderate,4,junk-heavy,59.2
3,54.7,38.2,high,medium,public,3,low,medium,7,none,1,junk-heavy,36.1
1,73.4,89.1,medium,medium,public,2,mid,low,9,low,5,mixed,52.4
6,94.4,89.1,medium,low,private,4,mid,medium,5,high,2,junk-heavy,80.4
7,82.1,53.0,high,medium,private,6,mid,medium,5,high,4,balanced,86.3
2,70.7,36.2,medium,medium,private,8,high,medium,9,moderate,7,balanced,59.3
8,64.6,79.3,medium,low,public,4,low,low,8,low,3,balanced,92.5
6,68.8,55.2,low,low,public,7,mid,high,7,moderate,3,balanced,64.6
4,75.4,33.2,medium,medium,public,1,low,high,10,none,4,balanced,52.1
5,66.0,41.0,medium,medium,public,5,mid,high,5,low,4,junk-heavy,58.2
8,98.4,39.6,medium,high,private,7,mid,low,10,none,5,balanced,98.0
3,96.7,71.2,medium,medium,public,8,mid,medium,4,moderate,2,balanced,70.7
3,93.5,92.9,medium,medium,private,10,low,medium,9,high,4,mixed,80.3
4,71.1,85.5,medium,low,public,3,mid,medium,4,high,3,mixed,62.3
1,84.6,68.3,high,high,private,3,high,low,9,high,2,junk-heavy,70.5
9,95.1,59.6,medium,medium,public,6,mid,medium,10,none,4,balanced,98.0
8,92.5,73.3,medium,medium,public,3,low,high,4,moderate,2,mixed,76.4
8,70.7,61.1,medium,low,public,4,high,high,9,high,5,junk-heavy,69.0
6,55.6,47.2,high,low,public,1,low,medium,10,moderate,6,balanced,64.0
7,53.8,77.5,low,medium,private,1,low,high,10,none,7,junk-heavy,46.7
6,78.9,91.1,low,low,public,10,mid,high,6,high,4,balanced,89.3
9,82.1,56.1,medium,low,private,9,low,medium,5,moderate,4,mixed,78.4
3,92.5,88.9,medium,low,international,4,mid,medium,6,none,7,mixed,46.0
3,64.6,60.2,low,low,private,9,mid,medium,10,low,2,balanced,69.7
3,58.4,58.1,high,medium,private,9,low,medium,5,none,4,junk-heavy,52.8
3,69.0,32.0,medium,medium,public,1,mid,low,8,moderate,2,balanced,61.8
9,67.7,78.7,medium,low,public,5,low,low,6,none,6,mixed,71.4
4,56.6,86.5,medium,medium,private,5,mid,high,5,low,2,balanced,59.0
7,83.6,76.4,high,high,private,7,low,high,8,high,4,balanced,95.1
9,75.4,40.6,low,high,public,0,low,medium,10,high,3,balanced,89.7
7,86.1,37.2,low,medium,international,6,low,medium,5,moderate,7,balanced,63.6
9,67.6,70.1,medium,medium,public,6,low,medium,7,moderate,5,mixed,85.3
3,66.3,58.1,medium,low,international,8,low,medium,9,moderate,2,mixed,63.3
4,73.6,60.0,high,medium,public,3,mid,low,6,high,3,balanced,65.6
8,93.9,97.7,medium,medium,private,6,mid,high,4,high,2,balanced,87.9
6,52.0,80.7,low,medium,private,5,low,medium,8,moderate,3,junk-heavy,70.6
5,90.2,58.8,medium,medium,private,3,low,low,8,none,4,mixed,65.3
4,68.4,31.3,medium,medium,public,9,mid,medium,10,low,5,balanced,74.7
8,92.7,32.4,medium,high,public,7,mid,high,10,moderate,7,junk-heavy,77.3
1,90.1,77.9,high,high,public,2,mid,high,4,high,3,balanced,47.8
9,67.4,88.6,low,medium,international,7,high,medium,8,moderate,1,balanced,98.0
1,84.7,79.5,low,low,private,4,high,low,4,moderate,2,mixed,46.8
8,58.0,58.4,low,low,public,3,low,medium,4,none,3,junk-heavy,47.9
4,94.8,32.2,high,high,public,2,low,high,5,low,5,junk-heavy,51.1
9,70.2,97.7,medium,low,private,9,high,medium,6,moderate,5,mixed,91.6
5,72.8,99.0,high,medium,public,6,low,high,7,high,5,mixed,68.1
3,85.3,68.5,medium,medium,international,6,mid,low,8,moderate,7,balanced,67.3
9,91.0,34.9,medium,medium,public,5,high,high,5,none,6,junk-heavy,58.7
9,61.8,67.9,medium,medium,public,2,mid,low,7,low,3,mixed,83.6
4,83.1,92.5,medium,high,public,8,low,high,7,low,3,junk-heavy,61.8
4,69.6,77.6,medium,low,private,10,mid,low,8,none,4,junk-heavy,66.1
8,68.4,80.4,medium,medium,public,1,low,medium,8,none,7,balanced,75.5
