study_hours_per_day,attendance_rate,homework_completion_rate,classroom_engagement_level,parents_academic_involvement,type_of_school,tuition_hours_per_week,household_income_bracket,stress_levels_during_exams,sleep_hours_per_day,extracurricular_involvement,screen_time_non_academic,nutrition_level,overall_academic_performance
1,66.1,90.3,low,low,public,7,mid,low,8,moderate,7,mixed,45.9
7,50.5,79.0,high,medium,public,10,mid,medium,9,low,1,mixed,92.2
9,90.2,94.5,low,medium,private,3,mid,high,9,none,3,balanced,89.7
7,84.3,49.9,high,medium,international,3,high,medium,10,low,3,balanced,98.0
7,63.7,64.5,medium,medium,private,2,mid,high,11,high,5,mixed,74.9
1,99.1,49.4,high,medium,private,8,low,low,7,none,1,junk-heavy,59.8
3,86.4,44.7,medium,medium,private,10,high,medium,7,low,4,balanced,74.9
4,54.0,81.1,high,low,public,7,low,high,5,high,3,balanced,56.0
6,85.0,48.7,medium,high,public,9,low,high,11,low,5,mixed,80.9
1,65.6,59.6,medium,high,public,5,high,low,8,low,7,mixed,54.3
9,64.2,44.6,medium,medium,public,5,mid,low,6,high,3,junk-heavy,78.9
3,57.7,58.1,medium,low,private,6,high,low,8,none,1,mixed,60.5
4,71.8,96.1,medium,low,private,6,low,high,4,high,2,mixed,62.0
1,67.2,50.1,low,high,private,2,mid,medium,5,low,3,balanced,48.6
9,84.3,55.4,low,medium,private,6,mid,high,9,high,5,junk-heavy,78.5
3,87.3,60.3,low,medium,public,5,low,high,11,moderate,2,mixed,62.5
3,59.0,42.2,high,low,public,2,mid,high,5,low,2,junk-heavy,36.0
3,55.8,30.1,medium,medium,private,7,mid,low,8,high,4,mixed,56.1
2,75.5,32.2,medium,high,private,3,mid,low,9,high,7,junk-heavy,54.6
8,60.7,39.3,medium,medium,private,1,low,medium,8,none,7,junk-heavy,61.0
2,66.5,50.7,medium,medium,international,5,mid,medium,7,none,3,balanced,53.3
1,63.0,32.4,medium,high,private,10,mid,high,4,none,3,balanced,49.2
3,79.0,50.3,medium,low,private,3,mid,medium,6,moderate,4,balanced,59.9
3,62.6,83.1,high,medium,public,3,low,medium,11,moderate,6,junk-heavy,54.0
6,75.4,87.2,medium,medium,private,1,low,high,11,high,3,junk-heavy,60.9
1,90.4,92.4,high,medium,private,0,high,low,6,low,2,junk-heavy,57.3
8,62.5,91.0,low,low,public,3,low,medium,10,low,4,junk-heavy,70.6
8,57.0,33.1,medium,medium,public,9,low,medium,7,high,4,balanced,75.8
7,93.2,60.0,medium,medium,public,7,mid,medium,7,high,1,junk-heavy,77.3
7,80.8,63.6,medium,high,private,6,high,high,6,low,5,mixed,83.2
5,94.6,97.0,medium,low,public,0,low,medium,4,moderate,6,junk-heavy,49.1
2,88.5,70.2,low,low,international,8,mid,medium,4,high,2,junk-heavy,51.1
4,95.4,49.4,high,medium,public,9,low,medium,11,moderate,6,junk-heavy,68.0
7,85.0,47.9,medium,medium,public,1,mid,medium,10,low,2,balanced,77.2
1,89.8,88.2,medium,medium,private,4,mid,low,10,low,4,junk-heavy,61.3
6,74.3,96.9,medium,high,public,8,high,high,9,high,1,mixed,90.8
5,63.2,49.9,medium,medium,public,6,mid,medium,8,high,2,balanced,75.3
9,86.4,75.0,medium,medium,public,1,mid,medium,9,none,1,balanced,98.0
7,89.2,87.7,low,medium,public,5,low,low,8,high,5,mixed,86.9
2,70.1,89.3,high,low,public,4,mid,medium,7,low,3,mixed,53.2
3,81.4,30.5,medium,medium,public,0,low,high,11,moderate,7,mixed,33.2
2,70.2,31.0,low,low,public,6,mid,medium,10,low,6,balanced,44.8
6,99.9,85.1,low,medium,public,6,low,medium,7,none,5,junk-heavy,68.0
5,59.7,57.9,high,low,public,2,mid,medium,6,none,4,junk-heavy,49.7
5,50.5,84.1,high,high,public,8,mid,medium,5,low,5,balanced,85.9
1,59.6,34.6,medium,medium,public,9,mid,high,10,high,3,mixed,45.7
2,52.7,47.9,medium,medium,public,10,mid,high,9,low,1,mixed,62.4
3,90.2,40.3,high,low,public,7,high,high,8,low,6,junk-heavy,45.3
2,75.7,65.4,high,low,private,6,low,medium,8,moderate,3,mixed,73.6
7,65.7,46.4,medium,medium,public,3,high,medium,9,none,2,balanced,83.3
1,65.7,94.0,medium,high,private,6,mid,low,6,low,7,balanced,58.1
5,73.3,80.8,high,medium,international,0,low,high,8,low,2,mixed,74.6
3,56.9,58.7,high,high,public,8,low,low,5,low,4,mixed,67.3
4,62.1,42.6,high,medium,public,7,mid,high,8,low,4,balanced,64.3
9,99.3,62.3,medium,medium,private,3,mid,high,4,none,7,balanced,73.9
7,62.6,77.4,medium,low,public,7,high,medium,6,low,7,junk-heavy,64.0
6,94.8,79.1,medium,medium,public,9,low,medium,6,low,4,mixed,78.5
8,92.9,66.9,medium,medium,public,10,mid,medium,5,low,2,junk-heavy,93.0
4,65.9,61.9,medium,medium,private,4,low,medium,7,moderate,2,junk-heavy,54.9
6,78.0,46.0,medium,low,private,8,mid,medium,4,none,4,junk-heavy,58.1
1,55.6,53.1,medium,high,private,0,mid,low,5,low,1,junk-heavy,46.9
1,66.8,44.9,low,low,private,0,high,medium,7,moderate,6,mixed,35.0
1,74.6,87.6,medium,medium,public,2,mid,low,6,high,5,junk-heavy,36.6
1,96.2,69.2,medium,medium,private,4,mid,medium,7,none,1,balanced,52.7
5,93.4,43.1,high,medium,public,3,low,high,9,none,7,balanced,65.7
9,70.9,59.7,high,medium,international,1,mid,high,4,low,7,balanced,79.1
4,86.5,53.7,high,low,public,4,mid,medium,8,moderate,1,balanced,84.5
8,89.4,91.1,low,medium,public,7,low,medium,10,low,4,junk-heavy,83.3
5,65.7,85.0,high,medium,public,9,low,medium,9,none,2,junk-heavy,82.1
4,83.1,92.5,medium,high,public,8,low,high,7,low,3,junk-heavy,61.8
5,81.3,79.3,high,medium,public,2,high,medium,9,moderate,2,mixed,86.7
5,91.9,73.8,high,low,private,8,low,medium,11,high,1,balanced,97.5
2,78.9,68.6,medium,low,international,10,high,low,7,moderate,7,mixed,71.7
4,65.9,35.2,medium,low,public,6,low,medium,10,low,2,mixed,54.3
5,92.8,71.9,medium,high,public,3,mid,high,7,none,5,balanced,72.5
8,73.7,50.0,high,medium,private,8,mid,high,8,low,7,balanced,84.1
9,51.9,74.8,medium,medium,public,7,high,medium,7,none,7,mixed,76.6
4,71.3,78.0,medium,low,private,9,low,high,8,none,1,junk-heavy,63.6
1,55.5,51.4,medium,low,private,7,low,medium,10,low,5,junk-heavy,37.7
3,58.5,30.7,low,medium,private,7,low,medium,6,low,7,balanced,40.9
7,93.5,51.3,medium,medium,public,10,low,high,9,moderate,6,junk-heavy,73.0
9,77.7,52.2,low,high,private,0,low,high,4,none,2,mixed,68.9
8,79.2,88.4,medium,high,public,6,high,medium,11,none,3,junk-heavy,94.8
2,70.7,36.2,medium,medium,private,8,high,medium,9,moderate,7,balanced,59.3
8,70.6,46.1,high,medium,public,6,low,high,6,none,5,balanced,74.0
9,94.4,67.1,high,high,private,9,low,medium,9,none,5,mixed,98.0
6,67.6,41.3,low,medium,public,3,mid,medium,5,moderate,6,mixed,51.4
1,64.3,90.4,high,medium,private,3,mid,medium,7,moderate,6,balanced,62.4
3,90.8,47.7,medium,medium,private,3,high,high,10,none,1,balanced,71.4
8,87.4,56.8,low,medium,public,0,mid,high,10,moderate,1,balanced,82.3
7,56.4,34.7,medium,medium,private,10,low,medium,4,none,5,junk-heavy,58.0
4,72.2,46.4,high,medium,private,3,low,medium,9,none,1,junk-heavy,62.5
8,85.1,95.2,high,low,international,4,mid,high,8,moderate,2,balanced,98.0
3,73.7,92.4,medium,medium,private,7,high,high,11,low,3,mixed,73.9
9,71.9,44.4,medium,medium,private,0,mid,high,10,none,3,junk-heavy,65.1
5,84.4,71.1,low,medium,private,6,high,medium,7,high,7,mixed,67.3
1,50.6,98.9,high,medium,public,2,low,medium,10,none,6,balanced,47.1
6,90.4,95.7,medium,medium,public,7,low,medium,9,high,1,mixed,92.3
1,62.5,51.2,medium,low,private,3,high,medium,6,low,2,balanced,51.5
3,82.5,68.3,low,low,public,6,mid,medium,8,moderate,2,balanced,56.3
5,76.4,60.6,low,medium,public,9,low,low,9,none,7,balanced,68.6
6,77.7,37.3,low,medium,private,1,mid,high,8,high,6,balanced,63.4
1,51.4,68.8,high,low,public,9,low,medium,8,high,6,balanced,48.4
1,75.2,48.5,medium,high,private,1,low,medium,5,moderate,2,balanced,40.5
1,59.9,73.9,high,high,private,10,mid,high,7,moderate,5,junk-heavy,58.7
6,78.5,48.0,medium,medium,private,0,mid,medium,5,moderate,1,mixed,70.7
8,64.9,34.3,medium,medium,public,2,low,low,11,low,6,junk-heavy,79.7
6,54.7,74.7,medium,low,private,4,low,medium,11,none,3,balanced,73.6
5,53.8,33.4,low,low,public,3,mid,medium,6,high,2,junk-heavy,28.8
8,68.9,51.9,high,medium,private,7,low,medium,7,moderate,4,junk-heavy,80.5
6,85.4,84.4,medium,low,private,2,low,low,11,none,3,mixed,74.4
5,88.1,38.2,medium,medium,public,1,low,high,8,none,2,balanced,55.5
7,99.3,30.3,medium,medium,public,2,low,medium,7,moderate,2,balanced,81.0
8,75.5,48.9,medium,medium,public,2,mid,high,4,none,5,mixed,52.8
8,51.8,73.8,low,low,private,7,low,medium,5,low,3,junk-heavy,58.4
2,65.1,52.1,medium,medium,private,6,low,medium,11,none,7,balanced,50.8
2,86.1,62.9,medium,low,public,9,low,low,8,moderate,5,junk-heavy,46.4
3,69.2,75.2,high,medium,public,5,low,medium,5,moderate,5,mixed,64.0
4,52.1,62.9,medium,medium,public,6,mid,medium,8,low,6,balanced,55.5
2,89.1,96.3,low,medium,public,3,high,high,4,none,6,balanced,39.0
1,61.2,90.8,medium,medium,international,1,mid,medium,11,none,2,junk-heavy,61.1
3,75.7,96.5,high,low,international,7,low,low,9,none,2,junk-heavy,71.1
4,62.0,48.8,high,high,private,2,mid,low,4,high,3,mixed,68.1
2,67.6,73.5,high,medium,public,1,mid,medium,10,moderate,7,balanced,56.7
1,87.3,90.7,high,medium,public,9,mid,medium,10,low,6,junk-heavy,64.8
3,60.2,59.5,low,medium,private,8,mid,high,7,low,1,balanced,63.1
2,95.9,33.4,medium,low,public,5,mid,medium,9,high,7,junk-heavy,35.5
5,83.1,33.1,medium,low,public,1,low,high,5,moderate,4,junk-heavy,28.1
2,83.1,38.2,medium,medium,public,10,mid,medium,7,moderate,2,balanced,66.8
8,63.4,78.7,high,medium,public,8,low,medium,10,low,3,balanced,98.0
7,61.7,70.9,medium,low,public,3,mid,medium,5,none,4,mixed,57.0
2,61.0,64.6,high,low,public,6,low,high,9,none,4,balanced,51.9
2,58.7,52.2,high,low,public,1,mid,medium,8,low,3,junk-heavy,37.0
7,59.7,96.4,high,medium,public,8,mid,high,7,moderate,4,junk-heavy,77.5
3,80.0,75.4,low,medium,public,10,mid,medium,8,high,1,balanced,72.6
3,81.2,75.2,medium,high,private,3,low,high,4,high,5,junk-heavy,30.8
4,79.1,36.5,medium,low,private,10,mid,low,9,moderate,6,junk-heavy,59.4
8,82.8,97.2,high,high,private,8,mid,high,10,moderate,5,junk-heavy,98.0
1,97.7,56.2,high,low,private,1,low,medium,8,none,2,balanced,51.4
2,64.2,46.6,medium,low,private,0,low,medium,4,low,2,balanced,35.2
6,84.3,50.0,high,low,international,5,mid,medium,10,high,2,junk-heavy,80.1
7,96.9,73.6,medium,low,public,1,mid,medium,11,high,6,mixed,81.3
7,52.4,93.7,medium,medium,public,8,mid,high,9,low,5,balanced,84.6
1,95.1,42.9,low,medium,public,3,low,high,8,none,1,balanced,39.0
6,68.6,83.3,medium,low,public,6,mid,medium,8,high,6,balanced,69.2
4,92.2,66.8,high,medium,international,7,low,high,7,high,3,junk-heavy,68.5
7,61.9,51.4,low,low,public,10,high,medium,8,none,2,junk-heavy,78.8
8,65.9,65.8,low,medium,public,1,high,medium,11,high,4,junk-heavy,83.1
5,87.5,77.6,medium,medium,private,7,high,high,11,high,7,balanced,75.4
4,90.4,69.1,medium,medium,public,10,mid,medium,9,low,5,balanced,78.8
2,64.2,64.8,low,medium,public,9,low,medium,7,none,2,balanced,47.0
9,88.6,44.7,medium,medium,private,4,mid,high,9,low,3,balanced,92.8
8,57.4,94.6,medium,medium,public,3,mid,medium,4,none,3,junk-heavy,66.5
8,98.1,88.2,high,high,private,8,mid,medium,9,none,7,mixed,98.0
5,90.7,69.7,medium,medium,private,4,mid,medium,10,moderate,2,balanced,86.9
9,67.3,54.3,high,low,public,4,mid,medium,9,low,1,balanced,98.0
4,64.6,92.2,medium,medium,public,1,mid,high,6,low,1,junk-heavy,53.3
4,82.2,60.5,high,low,public,0,high,medium,6,low,5,balanced,55.8
1,57.6,40.7,high,high,public,5,low,medium,5,low,6,junk-heavy,31.2
3,65.3,76.7,medium,low,private,7,low,low,4,none,7,mixed,46.1
7,96.6,47.7,medium,low,private,9,low,low,9,none,1,balanced,98.0
6,99.9,30.6,high,medium,private,2,mid,high,11,high,5,balanced,74.5
2,51.2,45.9,low,low,private,6,mid,high,10,moderate,3,balanced,45.1
1,58.5,30.6,high,medium,private,7,low,low,7,high,1,junk-heavy,50.4
3,64.7,70.0,high,high,public,0,low,medium,9,high,4,junk-heavy,53.8
3,57.2,96.4,high,high,private,4,high,low,4,high,3,mixed,73.1
3,64.0,76.0,medium,low,private,5,mid,medium,4,low,7,junk-heavy,36.5
9,72.7,58.2,high,low,international,0,mid,medium,5,high,4,mixed,82.9
9,55.3,97.1,medium,high,private,3,low,medium,6,high,3,mixed,90.1
7,97.8,81.4,medium,high,public,7,low,high,9,moderate,2,balanced,98.0
6,65.8,30.2,high,medium,private,8,mid,medium,5,high,6,balanced,73.7
1,70.9,64.6,high,medium,international,1,mid,low,4,high,3,junk-heavy,53.2
6,93.1,66.3,medium,low,public,10,low,high,5,low,3,junk-heavy,62.7
3,85.3,68.5,medium,medium,international,6,mid,low,8,moderate,7,balanced,67.3
5,52.8,33.5,low,medium,private,10,low,medium,11,high,2,junk-heavy,57.7
5,66.1,79.8,medium,low,public,0,low,medium,6,low,2,mixed,59.6
9,65.2,78.0,medium,medium,public,1,mid,high,8,moderate,4,balanced,82.7
8,74.0,90.2,medium,medium,public,2,low,medium,7,low,5,junk-heavy,74.3
4,87.4,91.1,low,low,public,3,mid,low,6,moderate,4,junk-heavy,61.2
9,74.7,91.5,medium,high,public,5,low,medium,11,low,7,mixed,97.6
2,86.9,32.7,high,medium,private,10,high,low,5,low,4,junk-heavy,61.0
4,63.2,93.9,medium,low,private,2,mid,low,6,low,1,mixed,64.3
6,86.6,48.8,low,medium,public,2,high,low,4,none,5,junk-heavy,54.9
3,89.6,36.4,high,low,international,1,low,high,7,low,5,junk-heavy,41.1
3,69.8,31.8,high,high,public,4,low,low,11,none,3,mixed,66.1
9,96.1,37.3,medium,medium,public,7,low,high,4,moderate,6,balanced,77.9
3,56.9,60.2,high,high,international,10,low,medium,8,high,3,mixed,78.0
1,67.9,66.4,high,high,private,5,mid,high,10,moderate,1,mixed,65.5
1,81.6,66.5,high,low,international,10,mid,low,5,none,4,junk-heavy,57.6
6,55.5,98.8,high,medium,public,10,mid,high,5,moderate,5,mixed,81.3
4,56.4,49.9,low,low,international,0,high,medium,7,moderate,6,junk-heavy,44.4
5,90.2,58.8,medium,medium,private,3,low,low,8,none,4,mixed,65.3
5,91.7,85.3,low,low,international,2,low,medium,10,moderate,2,mixed,70.2
2,65.2,84.6,low,high,public,8,mid,low,9,moderate,1,balanced,80.0
4,82.6,34.9,medium,medium,public,3,low,low,5,low,1,mixed,63.4
2,51.1,52.5,medium,low,private,3,high,low,10,none,4,balanced,63.1
5,62.1,65.7,medium,medium,public,9,mid,low,5,moderate,7,mixed,67.1
1,62.5,86.8,low,low,public,9,mid,medium,4,low,6,balanced,33.5
4,67.5,84.0,low,low,public,9,low,medium,9,moderate,6,junk-heavy,52.0
7,100.0,74.0,low,high,public,10,high,medium,5,none,7,junk-heavy,75.3
3,89.0,44.4,low,medium,private,2,mid,medium,7,none,1,junk-heavy,55.6
2,86.0,56.7,high,medium,international,2,low,low,6,low,1,balanced,68.9
6,64.7,86.4,high,high,public,0,low,low,9,moderate,7,balanced,89.0
6,54.6,69.6,high,low,public,6,high,low,11,none,1,junk-heavy,85.3
3,95.7,80.4,medium,low,private,8,mid,medium,8,high,3,mixed,65.0
7,66.9,39.0,medium,medium,public,7,high,medium,8,moderate,4,balanced,89.3
4,72.7,63.1,medium,medium,public,7,low,medium,5,moderate,3,junk-heavy,67.1
6,54.7,84.9,low,medium,private,9,high,high,7,low,6,mixed,72.5
6,72.5,39.3,low,high,private,10,mid,medium,4,high,4,balanced,79.8
7,89.3,76.7,medium,medium,public,5,mid,medium,9,moderate,2,mixed,93.7
4,81.6,80.7,low,medium,private,2,mid,low,7,high,5,junk-heavy,61.2
6,63.7,36.6,high,medium,private,0,high,high,6,high,4,mixed,62.6
9,86.7,62.7,medium,medium,private,6,low,high,5,moderate,7,mixed,78.5
3,91.2,80.1,low,low,public,10,mid,medium,7,low,6,balanced,64.1
4,69.7,96.6,high,low,public,10,mid,medium,4,moderate,1,mixed,78.7
9,87.7,58.5,high,high,public,2,high,low,8,none,1,mixed,98.0
2,77.9,63.8,medium,low,public,3,high,medium,6,high,2,junk-heavy,47.4
7,60.3,37.0,medium,medium,public,2,mid,medium,4,moderate,4,mixed,68.5
1,97.0,81.8,medium,medium,international,9,high,medium,7,low,1,balanced,78.6
7,84.3,69.3,low,low,public,8,mid,medium,6,low,1,junk-heavy,78.2
9,59.8,70.8,medium,medium,private,7,high,high,8,high,7,balanced,90.3
9,90.6,65.3,medium,medium,public,5,mid,medium,4,moderate,7,balanced,84.9
6,66.8,92.1,medium,medium,public,4,mid,high,9,none,4,junk-heavy,57.8
6,85.2,48.4,low,medium,private,4,low,high,8,moderate,5,balanced,64.5
6,58.7,77.8,high,high,public,9,mid,medium,7,low,2,junk-heavy,83.5
6,50.8,93.2,medium,low,public,1,mid,low,4,high,5,mixed,63.5
9,84.4,40.7,low,medium,public,3,mid,medium,9,moderate,2,balanced,85.6
1,81.7,58.0,medium,medium,public,2,mid,medium,9,high,4,balanced,55.2
3,52.7,63.7,medium,medium,international,6,mid,low,6,low,3,mixed,63.6
5,94.5,68.8,low,medium,public,3,low,medium,9,moderate,6,mixed,65.2
5,74.9,69.9,medium,high,private,7,low,medium,5,low,7,balanced,68.8
7,95.9,55.6,medium,low,private,3,low,low,5,moderate,7,junk-heavy,70.0
7,59.2,56.7,high,low,public,10,mid,medium,9,none,3,balanced,84.3
5,64.4,57.5,medium,low,public,6,low,high,6,low,2,junk-heavy,40.9
8,65.5,90.4,high,medium,international,8,low,medium,5,high,6,junk-heavy,92.2
3,55.3,41.4,medium,medium,public,9,low,medium,6,high,5,mixed,47.5
2,62.8,59.1,medium,medium,public,6,mid,high,9,low,5,balanced,52.3
6,59.8,67.6,medium,high,private,8,high,high,8,low,3,junk-heavy,74.7
6,70.5,59.6,medium,high,public,4,mid,medium,10,none,1,mixed,85.2
2,59.4,95.5,low,medium,public,2,high,high,9,low,7,junk-heavy,46.5
1,83.6,47.3,low,medium,public,8,mid,medium,8,moderate,1,junk-heavy,52.9
4,65.1,40.5,high,low,public,10,mid,high,5,high,6,mixed,47.9
2,72.8,85.5,medium,low,public,7,mid,high,8,high,7,mixed,43.1
2,50.2,86.4,low,medium,public,10,low,medium,9,none,4,balanced,56.7
3,99.2,52.7,high,high,public,2,high,high,7,low,7,balanced,54.2
8,69.7,51.1,high,medium,private,3,low,high,4,high,5,balanced,80.8
2,96.4,78.7,low,high,private,3,high,high,11,moderate,1,mixed,72.6
5,67.1,92.2,medium,low,public,0,low,low,4,low,6,balanced,59.7
9,65.8,30.5,low,high,international,2,high,medium,7,moderate,6,junk-heavy,68.7
5,91.8,75.7,high,medium,public,0,low,medium,8,low,7,junk-heavy,57.3
2,84.4,32.8,medium,medium,international,6,mid,high,7,high,3,junk-heavy,49.9
1,54.0,70.4,high,medium,private,9,mid,low,10,moderate,7,junk-heavy,57.2
2,51.3,56.3,medium,high,private,3,mid,medium,7,low,2,mixed,52.7
2,74.3,49.6,medium,high,public,5,low,medium,6,none,2,mixed,54.3
3,85.5,66.7,high,medium,public,6,mid,medium,8,high,2,mixed,76.9
3,83.1,85.4,medium,high,private,1,low,low,9,high,6,junk-heavy,57.8
4,92.1,91.3,low,medium,public,6,low,high,6,none,1,mixed,53.9
8,86.8,87.3,medium,medium,public,4,low,high,5,none,1,mixed,72.7
5,89.7,40.9,medium,low,public,3,low,medium,9,moderate,5,mixed,62.2
8,50.7,96.2,low,high,public,4,low,high,7,none,5,balanced,66.6
2,70.0,83.1,medium,low,public,1,low,medium,5,none,6,balanced,34.8
9,90.0,60.1,low,medium,public,1,mid,low,6,none,1,mixed,77.8
4,91.2,93.6,high,low,public,5,high,high,9,low,5,balanced,78.1
7,94.2,47.5,medium,high,public,5,mid,high,7,moderate,7,junk-heavy,73.1
3,57.1,98.1,high,medium,public,10,mid,medium,9,moderate,7,mixed,68.3
2,62.7,83.1,medium,low,public,1,mid,low,4,high,5,junk-heavy,41.9
4,91.5,30.8,high,low,public,9,mid,high,6,low,4,mixed,58.6
7,57.2,84.5,medium,low,private,5,high,medium,11,moderate,4,junk-heavy,89.9
2,55.3,74.4,low,medium,public,2,mid,medium,4,low,5,balanced,41.2
9,79.5,49.7,high,medium,private,0,mid,medium,6,high,7,junk-heavy,74.8
6,83.0,89.3,medium,high,public,4,high,medium,7,none,4,junk-heavy,66.7
2,55.6,71.4,low,medium,public,1,high,medium,9,high,1,mixed,56.6
7,92.2,39.9,medium,high,public,4,low,medium,11,moderate,7,mixed,82.8
1,69.7,78.6,high,low,private,7,low,high,5,high,3,junk-heavy,40.7
4,60.6,33.8,medium,medium,private,5,high,low,5,moderate,6,mixed,61.0
8,56.7,39.6,high,low,public,0,low,medium,5,high,6,mixed,58.9
2,97.6,31.9,high,high,public,0,mid,medium,7,high,4,junk-heavy,47.5
8,75.6,93.0,medium,medium,public,10,low,high,4,none,1,junk-heavy,76.1
8,83.8,79.9,medium,low,public,4,low,medium,11,low,1,junk-heavy,80.5
9,86.9,72.6,high,medium,public,10,mid,medium,7,none,3,junk-heavy,98.0
4,79.1,88.9,low,high,private,7,high,medium,5,low,6,junk-heavy,62.7
1,71.2,54.4,low,high,public,2,high,high,9,low,3,mixed,47.5
3,72.6,89.6,high,medium,public,4,high,medium,7,moderate,1,mixed,72.1
3,64.5,43.5,low,medium,private,5,low,low,5,low,2,balanced,62.8
1,87.6,57.2,high,low,public,3,mid,medium,6,high,6,mixed,43.7
2,94.1,41.5,low,low,public,3,high,medium,11,none,2,junk-heavy,46.9
6,90.3,52.8,low,high,international,2,low,medium,4,high,2,junk-heavy,65.0
8,66.4,70.6,high,medium,public,1,mid,medium,5,low,2,junk-heavy,73.1
1,92.1,52.3,medium,medium,public,7,low,low,9,low,1,junk-heavy,61.5
9,91.6,64.6,low,medium,public,6,high,medium,11,moderate,3,junk-heavy,88.1
9,75.6,85.6,high,low,public,8,high,medium,10,moderate,7,mixed,98.0
7,67.0,67.7,low,medium,private,7,mid,medium,7,low,7,balanced,63.7
3,97.7,34.9,low,medium,private,0,low,medium,4,low,4,junk-heavy,36.6
7,70.8,53.3,high,medium,international,0,high,medium,7,low,7,junk-heavy,65.7
9,54.3,98.7,low,low,public,9,high,medium,5,moderate,4,balanced,89.7
4,92.5,42.4,medium,low,private,0,low,low,6,none,3,mixed,41.7
8,64.4,72.6,medium,medium,private,1,low,medium,5,high,1,junk-heavy,70.4
4,96.8,91.8,low,low,public,9,mid,medium,11,moderate,7,mixed,74.5
9,78.3,34.5,medium,medium,public,9,low,medium,5,moderate,7,mixed,72.1
4,79.3,60.1,medium,high,private,5,low,medium,8,high,2,junk-heavy,67.9
4,63.3,69.4,low,medium,public,9,low,medium,4,moderate,6,mixed,51.8
4,93.2,33.4,low,high,international,5,mid,high,6,moderate,7,balanced,60.1
4,74.5,89.8,medium,low,public,2,high,medium,8,low,1,mixed,68.2
1,96.7,39.8,medium,low,public,6,mid,high,11,moderate,1,balanced,56.5
1,60.4,44.9,medium,low,public,9,low,high,6,low,3,balanced,38.9
7,70.8,63.1,medium,medium,private,1,mid,high,4,low,5,junk-heavy,43.5
5,87.3,40.8,high,medium,public,2,low,medium,8,high,7,balanced,69.6
2,86.8,47.7,medium,low,private,7,mid,low,11,moderate,4,junk-heavy,67.1
4,77.7,97.0,low,medium,private,5,mid,medium,5,high,4,mixed,63.3
5,74.5,39.1,medium,high,public,10,low,medium,11,low,3,balanced,84.1
1,90.6,98.0,medium,low,public,5,low,medium,9,moderate,4,balanced,59.2
5,63.1,99.2,medium,medium,private,7,low,medium,7,moderate,4,junk-heavy,75.5
2,86.6,64.8,low,medium,private,6,high,medium,9,low,6,balanced,66.0
5,56.8,84.5,medium,medium,public,7,high,high,7,high,1,mixed,70.3
9,56.5,83.9,medium,medium,private,1,mid,high,6,moderate,7,junk-heavy,66.2
7,73.8,71.6,low,medium,private,5,low,medium,8,high,2,mixed,77.9
8,98.8,57.1,medium,medium,public,1,low,medium,11,low,3,mixed,76.6
5,86.0,48.0,high,low,public,2,mid,low,10,moderate,6,mixed,66.5
5,95.5,48.6,medium,low,private,10,mid,medium,7,low,5,mixed,70.6
9,92.4,82.0,medium,medium,private,1,mid,high,5,low,5,balanced,87.0
5,65.6,44.5,medium,medium,public,8,mid,low,10,none,4,junk-heavy,78.0
4,87.0,65.4,low,medium,private,5,mid,medium,8,moderate,5,balanced,70.5
4,100.0,34.4,high,medium,public,0,mid,high,10,low,1,junk-heavy,57.5
2,86.7,68.9,low,high,public,3,mid,high,8,moderate,4,junk-heavy,43.9
3,63.2,33.0,medium,high,public,6,low,medium,4,moderate,2,junk-heavy,47.9
1,58.2,90.8,medium,medium,private,8,mid,medium,11,moderate,5,mixed,70.0
7,93.1,33.1,medium,medium,public,5,low,low,6,low,3,balanced,79.9
5,60.3,82.6,medium,low,private,0,low,high,4,low,7,mixed,35.3
1,68.0,78.1,low,medium,private,4,mid,high,8,low,4,junk-heavy,31.7
5,72.6,69.6,medium,high,public,4,high,low,5,low,5,balanced,68.5
5,57.2,68.8,low,high,public,4,high,medium,7,low,7,junk-heavy,45.5
7,78.1,80.8,low,medium,private,10,low,medium,8,low,5,mixed,79.8
6,66.6,89.2,medium,low,private,4,mid,high,4,low,7,mixed,54.1
7,65.8,63.6,low,medium,private,2,low,medium,4,low,4,balanced,57.9
4,52.7,83.0,high,medium,public,10,low,high,6,moderate,5,mixed,59.4
2,82.3,31.3,low,medium,public,10,mid,low,10,none,6,mixed,51.0
8,92.5,51.5,high,high,public,6,low,high,7,moderate,4,junk-heavy,75.9
7,70.3,97.3,low,medium,public,2,mid,high,4,low,1,balanced,79.3
8,81.9,52.5,medium,low,public,6,low,high,11,high,7,mixed,74.1
2,75.7,36.6,medium,low,public,3,mid,medium,11,moderate,3,junk-heavy,35.4
7,83.7,32.1,high,high,private,5,low,medium,9,low,7,junk-heavy,79.8
3,74.1,35.4,low,high,public,2,low,low,5,none,7,junk-heavy,28.7
4,58.5,49.7,medium,medium,public,6,low,medium,11,low,1,balanced,71.8
5,53.6,57.6,medium,low,public,2,low,high,11,high,3,mixed,59.9
6,91.5,33.5,medium,medium,public,4,low,medium,5,low,4,junk-heavy,57.7
1,77.5,35.0,medium,medium,public,5,high,high,9,moderate,7,balanced,43.1
5,52.7,57.2,medium,medium,public,1,low,medium,7,low,2,junk-heavy,55.1
8,82.1,54.2,low,medium,private,1,mid,high,5,low,2,mixed,68.7
6,78.6,88.5,low,medium,public,1,high,high,10,none,3,balanced,71.9
4,67.9,68.6,medium,medium,public,0,mid,low,7,low,3,balanced,69.3
